vendor_id,passenger_count,store_and_fwd_flag,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,distance_km
2,2,N,7,6,1,1,2.8756663256563937
2,2,N,23,3,4,0,4.247588079477665
2,1,N,9,3,2,0,1.2734200911485298
1,1,N,14,1,4,0,1.2389045702193977
2,5,N,18,4,1,0,1.6254850987342726
1,1,N,9,2,4,0,1.849159231190584
2,6,N,16,3,3,0,17.23496672937601
2,1,N,17,2,2,0,23.281741319599007
2,1,N,0,6,1,1,0.5209577252628331
1,1,N,16,3,2,0,1.0442671176074092
2,2,N,19,4,2,0,1.2566209017799073
1,3,N,13,1,1,0,0.8327808262075511
2,2,N,7,5,4,1,1.259639452588356
2,1,N,17,1,5,0,4.080220925537716
2,2,N,7,0,2,0,1.068185929605782
1,1,N,7,2,4,0,4.703502837968903
2,4,N,10,0,3,0,2.7752178809780244
2,2,N,9,4,2,0,1.4006901649222374
2,2,N,7,1,1,0,9.442338746580656
1,2,N,8,1,5,0,2.8425965775930253
1,1,N,19,0,4,0,4.458260412763982
2,2,N,11,4,5,0,6.032257123037469
2,1,N,17,1,4,0,3.6649846097429486
2,3,N,9,5,1,1,2.4484427432016806
1,1,N,7,6,1,1,0.4725960588772338
2,1,N,17,0,2,0,1.4940905555571216
1,1,N,19,6,1,1,26.84615985513436
1,1,N,7,2,3,0,2.118794468750673
1,1,N,9,3,1,0,3.542854088511227
2,1,N,7,2,1,0,1.3403667634828265
1,2,N,7,0,3,0,0.8954077877914858
2,6,N,9,0,1,0,0.8241108008867778
1,2,N,16,3,3,0,0.532611154598038
1,1,N,9,0,4,0,5.803434203845236
2,1,N,23,3,4,0,5.427215847709218
2,6,N,8,4,3,0,4.111581810357479
1,3,N,17,2,3,0,4.081267766455007
2,3,N,9,6,1,1,1.4326808480581463
2,2,N,18,1,3,0,2.6823535509733683
2,5,N,8,4,1,0,1.6627401983460184
1,1,N,8,3,1,0,28.13387829979848
2,2,N,20,5,3,1,2.04522815551171
2,2,N,19,1,3,0,0.3054603619096171
2,1,N,9,1,4,0,2.055405952922272
2,1,N,18,5,5,1,3.941858952456392
2,1,N,18,5,4,1,9.171871966530851
1,2,N,17,4,2,0,2.722623793658021
2,1,N,13,4,3,0,8.765933840321559
2,1,N,8,1,3,0,1.481674876986356
1,2,N,9,3,1,0,3.595643044690103
1,3,N,18,6,4,1,6.314405783489772
2,1,N,8,2,3,0,0.2300472660244003
2,3,N,11,6,4,1,1.1460946009195077
1,1,N,6,5,5,1,19.886381335315026
1,1,N,9,4,3,0,4.379367440614196
2,1,N,18,6,5,1,1.3952591937344674
1,1,N,19,4,5,0,28.75958722779596
1,1,N,17,4,4,0,4.995602708208607
2,2,N,9,3,2,0,4.147507249911591
2,1,N,16,3,5,0,1.737162999566861
1,3,N,3,5,5,1,1.8980289918388384
1,2,N,17,6,4,1,1.5556731687990164
2,2,N,19,2,4,0,13.830036403000848
2,1,N,18,4,5,0,1.0548775105572303
2,1,N,17,3,3,0,1.7903646802330038
1,1,N,19,2,1,0,2.359789409468219
2,2,N,10,3,4,0,0.8662663594132031
1,1,N,13,0,3,0,5.223338284565943
2,1,N,17,4,3,0,1.21991009146425
1,1,N,21,1,3,0,2.319164451465661
1,1,N,20,2,2,0,2.962288543436611
1,1,N,9,2,1,0,1.33372459355034
2,1,N,17,6,1,1,9.338185872053634
2,3,N,9,6,1,1,0.809287908629968
2,1,N,17,1,5,0,0.9850023412209448
1,3,N,18,0,3,0,2.552577369215981
1,1,N,17,3,3,0,2.468520790014729
1,2,N,14,2,2,0,0.4732703909316702
1,1,N,22,5,4,1,4.339016275667316
1,1,N,8,1,5,0,1.2492665823173028
2,1,N,8,3,2,0,0.974382115649346
1,2,N,19,3,1,0,12.661157108558612
1,1,N,19,5,2,1,2.2244582262039114
2,2,N,17,0,4,0,1.877461451254404
1,1,N,17,1,1,0,2.931653782547786
1,1,N,18,3,3,0,3.0702984716265127
2,2,N,18,0,1,0,1.569170366429951
2,1,N,18,2,5,0,1.1449901210888591
1,1,N,17,2,5,0,1.8821649681751176
1,1,N,10,0,1,0,1.903054829347777
2,1,N,18,0,1,0,0.6283096929968195
1,1,Y,9,0,1,0,22.065752691946173
2,2,N,13,3,4,0,2.6135875660434573
2,2,N,17,6,2,1,1.8741216114535464
1,1,N,17,4,1,0,0.7529015371964018
2,1,N,18,3,5,0,4.207522337140972
2,3,N,18,5,1,1,3.2768149929360484
1,1,N,15,0,1,0,2.344771243369229
2,1,N,9,4,2,0,1.5956218773635873
2,1,N,8,1,1,0,4.938906669788948
2,3,N,23,3,4,0,2.496206333468638
2,2,N,11,2,1,0,1.868859439670932
1,1,N,19,2,4,0,5.342285862167517
2,1,N,8,6,1,1,1.370828181574558
2,6,N,17,1,1,0,0.8587436684089739
2,1,N,17,5,5,1,2.7966002409765296
2,1,N,9,6,3,1,3.2761115162364765
2,1,N,19,1,1,0,2.980863244538458
1,1,N,21,2,2,0,7.512136573380638
2,1,N,19,2,2,0,2.5922014433390173
1,1,N,18,1,4,0,1.1482914366553565
2,1,N,8,5,1,1,3.586341057797263
2,1,N,3,6,3,1,16.404739454559277
1,2,N,9,6,2,1,0.9186891390392788
1,1,N,7,1,2,0,1.2089522782255646
2,3,N,19,2,5,0,3.110076714013746
1,1,N,15,3,2,0,1.3081813274248706
1,1,N,15,0,2,0,2.993007107625828
1,1,N,12,3,3,0,0.2944038966279113
1,1,N,21,3,2,0,1.4172397910564511
2,1,N,11,5,3,1,1.4127793040641137
2,2,N,8,4,1,0,7.442604837913329
2,1,N,8,2,5,0,9.513746836798102
1,1,N,6,0,4,0,2.635715449822916
1,2,Y,19,2,1,0,11.179954209053564
1,1,N,7,4,4,0,1.398869773318489
1,1,N,8,1,2,0,5.280802328340427
2,2,N,2,4,4,0,8.58753308074541
1,1,N,8,0,3,0,2.3062774289023773
1,1,N,18,0,5,0,3.884383361274488
2,2,N,18,2,4,0,2.5591222031984957
1,1,N,17,4,5,0,1.7930514588479196
2,5,N,8,4,4,0,2.180264820163756
2,5,N,22,0,2,0,4.637102582720432
2,2,N,23,1,5,0,2.1054309680323646
2,2,N,6,4,1,0,12.49851846127045
1,1,N,8,2,5,0,2.076104394317733
1,1,N,14,1,2,0,1.5738929638824286
1,1,N,17,4,4,0,1.6287167304488592
1,1,N,8,3,2,0,4.195551712865244
1,1,N,14,5,4,1,2.5943659294001944
1,1,N,14,5,1,1,0.599272680838896
2,1,N,18,5,5,1,19.70246654432676
1,1,N,7,1,5,0,1.0730856898015135
2,5,N,21,0,1,0,3.9086089603087903
1,1,N,8,3,1,0,10.734981993190209
2,3,N,8,5,3,1,1.179662831670666
2,1,N,9,3,3,0,4.945589794214805
2,1,N,23,3,2,0,4.976751677790068
2,1,N,8,3,2,0,2.1428194632476694
2,1,N,8,0,5,0,6.957321427484566
2,1,N,7,2,2,0,4.062752466950867
1,1,N,9,4,4,0,2.648975543375323
2,1,N,8,3,5,0,4.075575320113358
1,1,N,8,4,3,0,2.02138457638166
2,1,N,1,5,3,1,3.9573622795784726
2,5,N,19,6,1,1,2.4823166698695136
2,2,N,15,2,3,0,1.60620299568222
2,1,N,7,1,1,0,1.6284983325140316
1,1,N,15,2,2,0,1.935351383517781
2,1,N,16,0,2,0,2.56209898250339
2,1,N,23,4,3,0,1.618164589969232
2,1,N,8,5,5,1,4.780582177859381
1,1,N,17,2,3,0,2.294460346098296
2,5,N,19,3,3,0,1.446531996632375
2,1,N,2,1,1,0,3.024717476403316
2,1,N,7,2,3,0,28.954848631644875
1,4,N,23,1,3,0,1.8350003430244664
1,1,N,13,5,4,1,1.604939520345665
2,1,N,19,0,3,0,0.9726804434249704
1,2,N,2,6,1,1,3.9403944286800727
1,1,N,3,4,5,0,1.4063291139272924
1,2,N,20,5,5,1,2.348278501344596
1,1,N,8,4,1,0,4.646489452756336
2,1,N,17,5,1,1,1.1819061343923971
1,1,N,18,5,2,1,1.0431204137901748
1,3,N,8,0,1,0,1.7466510077289874
1,1,N,19,4,1,0,3.171022298587106
1,1,N,7,0,2,0,1.7375342379698733
1,1,N,6,2,1,0,6.557607888271103
1,2,N,14,1,4,0,0.6739013739374966
2,3,N,8,5,4,1,2.230065474714155
2,2,N,8,0,1,0,1.5743433420792072
2,1,N,23,3,1,0,2.556148429175993
1,1,N,17,4,3,0,2.8250846007062567
2,1,N,17,6,5,1,1.598027434698703
2,1,N,0,3,4,0,2.404881464424827
2,1,N,18,1,3,0,4.711299685562373
2,1,N,19,2,1,0,0.7820342489176186
2,1,N,7,0,3,0,5.405238885206489
2,1,N,1,5,4,1,7.532982125573152
1,1,N,17,2,1,0,0.681662909053109
1,2,N,19,0,3,0,18.96099369905874
1,1,N,19,6,1,1,5.840919432434973
2,1,N,7,4,3,0,8.321575534973569
1,1,N,8,4,3,0,5.486079209859482
2,3,N,17,2,5,0,13.069796147892834
1,2,N,18,1,4,0,4.806784521151227
1,1,N,18,6,1,1,1.4555507221802575
2,1,N,18,2,3,0,4.52873085900402
2,1,N,6,2,1,0,1.3081229260382297
1,1,N,7,1,4,0,0.7516988461005222
2,1,N,17,2,3,0,11.061448802168188
2,1,N,6,0,3,0,3.904162637648647
1,2,N,11,6,1,1,0.4865829176595565
1,1,N,9,6,3,1,9.552661024456713
2,1,N,7,2,1,0,14.23102329568996
2,1,N,8,0,2,0,17.399397712741678
1,1,N,15,1,5,0,0.3786468820562227
2,3,N,17,1,3,0,6.916562029978199
2,1,N,22,5,5,1,3.0996862730247368
2,1,N,17,6,3,1,1.5821254568710357
2,2,N,9,6,4,1,6.007810501926588
1,1,N,8,0,1,0,3.5106893376248194
2,1,N,1,5,1,1,9.610567706251654
1,1,N,8,4,2,0,1.3193768799173629
1,1,N,7,3,1,0,5.898153860725454
1,2,N,16,6,3,1,2.830945127648815
1,1,N,18,4,1,0,15.783460453796188
2,1,N,12,1,2,0,1.1091653100870775
2,4,N,9,3,3,0,1.7054138567486574
1,1,N,7,6,4,1,1.0324930201951843
1,1,N,20,1,1,0,3.0151154468905053
1,2,N,9,2,1,0,5.009521493763357
1,2,N,7,3,1,0,25.879596635605285
2,2,N,8,4,3,0,1.1924318300997891
1,1,N,6,2,3,0,3.8630943887012377
2,2,N,19,2,5,0,3.962225925447889
1,1,N,18,3,3,0,2.1361190405253447
2,2,N,8,6,5,1,1.9689450375148216
2,1,N,19,5,3,1,1.638042113209456
2,5,N,7,4,4,0,2.038309552968286
1,1,N,9,4,1,0,2.323157883109244
2,1,N,8,4,4,0,3.60288304848406
1,1,N,7,0,5,0,3.423136822264292
1,2,N,7,1,3,0,2.791486178744287
1,2,N,9,3,2,0,1.9089285677842225
2,6,N,19,3,2,0,3.7040525639765702
1,2,N,19,4,2,0,1.526157931871465
2,5,N,18,6,3,1,1.2600171305571617
2,5,N,8,5,4,1,0.8806498457843575
2,1,N,14,4,5,0,7.054735369762748
2,1,N,19,4,4,0,2.6117233366610524
2,6,N,17,0,1,0,2.4505463073269187
2,1,N,22,4,1,0,2.315587717640462
2,1,N,17,5,4,1,2.334896827702987
2,1,N,21,3,4,0,3.2641703944202685
2,1,N,7,2,2,0,3.8472247193133393
2,1,N,18,5,2,1,2.022753011514101
2,5,N,17,3,4,0,2.2990901558138828
1,1,N,19,5,5,1,5.970865161578631
2,1,N,15,0,4,0,1.2360705240865335
2,5,N,8,0,2,0,3.2448702393111377
1,1,N,17,1,3,0,1.3029623910288464
2,5,N,8,4,2,0,1.7590044970796992
2,3,N,15,4,1,0,1.7400202788123795
2,1,N,19,1,3,0,20.54429929639766
2,1,N,18,4,2,0,1.6759479915322384
2,2,N,19,3,2,0,1.1558526526897277
1,1,N,9,3,2,0,8.912940651627505
2,5,N,9,3,1,0,1.7080284091254587
1,1,N,9,3,4,0,1.239740603130998
1,1,N,9,1,1,0,6.253578390415112
2,1,N,19,5,3,1,2.9254205940673503
1,2,N,8,4,2,0,21.2194245882411
1,1,N,18,2,1,0,0.5238149521588094
1,1,N,13,3,3,0,1.8926505527535955
1,1,N,7,6,1,1,3.647978187110872
1,2,N,21,1,1,0,21.936537196830823
1,1,N,17,4,2,0,0.8977703078096828
2,1,N,17,2,4,0,1.6139630236587612
2,6,N,22,2,3,0,14.386284791230729
2,5,N,17,6,4,1,1.0317154870630447
2,1,N,17,3,1,0,2.4336880329423387
2,1,N,18,1,1,0,2.55687585316307
1,1,N,17,0,5,0,2.2327073200343297
1,1,N,9,2,1,0,0.6770660837211785
2,1,N,9,0,3,0,1.5271745863392396
1,1,N,9,4,2,0,1.7357319009729653
1,3,N,7,5,4,1,4.899994812906446
2,1,N,4,1,2,0,2.698649891113307
1,1,N,7,5,5,1,5.993351152137852
2,1,N,7,3,2,0,1.6159907928731942
1,2,N,17,6,3,1,1.9904973644419792
2,1,N,20,0,3,0,21.4341795009802
2,1,N,19,2,4,0,2.2569674162937607
1,2,N,8,5,2,1,1.4740079229966168
2,2,N,22,5,3,1,1.6009709823646383
2,1,N,19,2,1,0,2.791120541574782
2,1,N,19,1,4,0,1.1795413579281375
2,1,N,9,3,2,0,4.110169626471334
2,1,N,17,4,4,0,1.9788495314376413
2,1,N,18,0,4,0,2.623612297340092
1,2,N,9,3,2,0,1.0855566592398531
1,1,N,9,6,5,1,2.118646918121514
1,1,N,1,4,3,0,34.073080825693374
2,1,N,9,0,5,0,0.8192143188775458
1,1,N,19,4,3,0,0.6884203800585552
2,2,N,7,3,3,0,1.7449297830655628
1,1,N,6,1,3,0,3.904999279554706
2,5,N,7,3,2,0,1.3542624212463248
1,1,N,2,5,3,1,3.3147120553847578
1,1,N,17,6,2,1,1.772278032122398
1,2,N,19,4,2,0,0.6420839787425164
2,1,N,8,3,2,0,2.3244708223947708
2,1,N,19,6,2,1,4.654261228075976
2,5,N,19,0,5,0,4.681596867961119
1,1,N,18,5,4,1,1.9627955714218213
1,1,N,8,6,3,1,1.403610752495415
2,1,N,22,3,5,0,2.100534824578549
1,1,N,10,1,2,0,2.746362648723285
2,1,N,18,1,3,0,4.4688163027922645
2,1,N,8,5,2,1,3.623192586395697
2,2,N,17,3,1,0,2.9291086180497854
2,5,N,16,6,2,1,8.88683250323116
1,1,N,8,2,5,0,8.524673630265145
2,1,N,12,3,1,0,1.2886795192362337
1,1,N,21,4,1,0,2.563112018723283
2,1,N,18,0,1,0,1.3569562841808689
1,1,N,19,2,5,0,1.9976041572022107
2,1,N,11,6,4,1,7.195568072711148
1,1,N,18,0,1,0,5.336359047328105
2,1,N,17,6,3,1,0.5694565454067572
2,1,N,17,6,4,1,1.4272430896353037
1,2,N,18,6,5,1,3.642722966010322
2,2,N,9,6,1,1,7.264838692426836
2,3,N,17,2,5,0,1.266595233603412
2,1,N,17,6,3,1,1.6950813539501974
1,2,N,22,6,5,1,2.700726155711456
1,1,Y,19,6,3,1,0.7644549888975285
2,4,N,19,1,4,0,16.682384439574985
1,1,N,17,6,3,1,0.8780540826112233
1,1,N,9,6,4,1,5.520209997647494
2,1,N,17,1,1,0,4.00833132634165
2,1,N,17,3,4,0,1.0193476441571216
1,1,N,8,4,1,0,1.9564480476600987
2,2,N,17,0,4,0,4.017777266145438
1,1,N,8,0,3,0,2.049492718359411
1,1,N,23,5,5,1,5.2406161982410975
1,1,N,17,1,5,0,1.989033320544915
2,1,N,19,1,2,0,3.611122991934915
1,1,N,19,4,2,0,3.839478675377268
2,1,N,9,5,2,1,2.783851214724854
2,2,N,10,3,1,0,1.553044524945724
2,2,N,19,2,4,0,5.234035312832424
2,1,N,17,2,5,0,3.877936016074821
1,1,N,18,0,2,0,0.5552376585491153
1,1,N,23,5,1,1,10.886755461705782
1,1,N,9,3,2,0,12.284339669219444
2,5,N,9,1,2,0,2.714503086752087
1,1,N,18,2,2,0,1.458369417140343
1,1,N,8,0,2,0,0.0127170090704734
2,2,N,17,5,1,1,1.9051928635796245
2,1,N,18,4,3,0,1.8306247331361256
2,1,N,19,4,5,0,3.5871500994509744
2,5,N,9,3,4,0,2.3190520982816367
1,1,N,9,3,2,0,1.744997555869478
1,1,N,6,0,2,0,3.075939152776663
2,1,N,7,6,4,1,1.021454303220385
1,2,N,7,5,2,1,1.4604784177657868
1,1,N,19,2,5,0,2.7491697136978006
2,2,N,8,5,4,1,6.618315250693878
1,1,N,8,2,3,0,4.547738848388437
2,1,N,7,2,2,0,19.65445909914009
2,1,N,8,6,5,1,6.642642506238899
2,1,N,19,3,5,0,1.899218656462364
1,2,N,17,3,5,0,2.106690069753958
1,3,N,18,5,4,1,3.413766437534974
2,1,N,18,5,4,1,5.905560524577694
2,2,N,7,0,5,0,4.256996401520445
2,1,N,10,2,1,0,2.183695961118015
1,1,N,17,1,2,0,0.1053069232997214
2,3,N,10,0,2,0,1.7201046182743784
1,1,N,18,4,3,0,2.186932252600083
1,1,N,8,2,3,0,0.6748302999875134
2,1,N,7,5,5,1,7.532621056400947
2,1,N,17,0,4,0,3.9230329270317097
1,1,N,18,5,2,1,1.750227951055521
1,1,N,18,1,2,0,0.9169173345172726
2,1,N,19,4,1,0,2.043753235537201
1,1,N,9,5,1,1,1.5233116145358871
2,2,N,19,5,1,1,5.717993277857024
2,1,N,9,4,1,0,1.7087245608032189
2,1,N,19,5,2,1,9.98787074989968
2,1,N,17,4,5,0,3.3098828946174725
2,1,N,17,6,5,1,2.136269943966911
2,2,N,17,0,4,0,0.830860503824808
2,1,N,18,3,2,0,1.6728670378935375
1,1,N,9,1,5,0,1.2740941087854991
1,1,N,21,1,3,0,16.46678599983337
2,2,N,18,4,1,0,10.62207530194347
1,1,N,23,2,1,0,4.239362231463605
1,1,N,15,4,3,0,2.9611823011151213
1,1,N,17,4,3,0,2.4138222884186664
1,1,N,0,1,3,0,0.3845450459146393
2,1,N,17,3,2,0,4.138535121995789
1,1,N,18,4,2,0,2.52808130391555
1,1,N,15,1,3,0,9.612922693326706
1,1,N,17,2,2,0,0.3775467941887742
1,1,N,19,6,4,1,7.007030229840865
1,1,N,2,4,1,0,4.4735788596829815
2,1,N,19,5,4,1,0.8405980800666998
2,1,N,18,2,2,0,2.127157335338254
1,1,N,7,2,5,0,2.462211671977324
2,1,N,19,0,2,0,1.3858001794585213
1,1,N,16,5,5,1,2.43768825650881
1,1,N,8,4,2,0,1.1184298358857
1,1,N,19,1,4,0,3.5668899336490623
2,2,N,17,5,4,1,1.5492197101095715
1,1,N,9,4,1,0,6.119511326299096
2,5,N,15,4,2,0,0.3922191807121003
2,1,N,17,5,3,1,7.072170987261943
2,1,N,17,4,5,0,1.6967107875062168
2,1,N,7,4,1,0,2.157054163401817
1,1,N,19,6,4,1,1.6150011726040838
2,2,N,11,1,2,0,0.4954868699119854
1,1,N,13,2,5,0,0.7240278976271697
2,5,N,18,4,1,0,6.448489418656086
2,1,N,8,5,2,1,15.692640235908591
1,1,N,16,2,4,0,0.3959306789577217
2,1,N,20,4,4,0,0.5597058060373103
1,1,N,9,0,3,0,4.247156960843045
1,1,N,18,2,2,0,1.1370040676121052
2,1,N,19,0,4,0,4.229681433102822
1,1,N,8,6,1,1,5.669509543241107
1,1,N,19,4,2,0,13.731230141031409
2,1,N,19,4,2,0,23.39210985820224
2,2,N,11,3,3,0,2.921219683270475
1,1,N,7,2,2,0,1.9473588919695397
2,1,N,19,5,3,1,2.6032452763597647
1,1,N,8,0,4,0,10.127093160548204
2,1,N,14,5,2,1,2.839662392630115
2,2,N,9,6,5,1,1.1489994412165112
2,5,N,9,3,3,0,3.998640049142221
1,1,N,7,4,5,0,10.430333377504386
1,1,N,11,2,5,0,2.2112857508237846
2,1,N,17,6,2,1,9.215954142777573
2,1,N,15,6,2,1,2.6094663756906287
2,1,N,23,4,2,0,5.767396159749159
1,1,N,15,2,1,0,0.8669106313193545
1,1,N,9,5,1,1,1.6711987625978046
1,2,N,8,3,4,0,0.0593569385808952
2,3,N,17,5,3,1,0.9189071136539624
2,1,N,13,5,4,1,0.9737528309997836
1,1,N,14,0,1,0,2.9833893681562094
1,1,N,7,3,3,0,1.162463667982769
2,1,N,17,2,1,0,1.9743040154666884
2,1,N,6,3,1,0,5.493499219012945
2,1,N,9,1,1,0,5.442365404793845
2,1,N,11,5,1,1,1.0948965034738962
2,1,N,19,4,1,0,1.00552461047234
2,6,N,9,1,5,0,1.1450094707849727
2,1,N,18,6,1,1,3.2933226642393367
1,3,N,8,5,2,1,3.32530834470522
1,1,N,8,1,1,0,1.662752944202778
1,1,N,19,5,4,1,3.615367546070192
2,5,N,23,4,1,0,1.835364351566355
1,1,N,9,3,3,0,2.397258029128541
2,1,N,8,5,3,1,2.315484451537634
1,3,N,13,5,5,1,6.643729928450423
1,1,N,8,2,5,0,37.71295346921527
2,1,N,8,4,2,0,1.496961799707471
1,2,N,19,1,3,0,3.039314924751844
1,2,N,8,4,1,0,3.50326262248811
1,1,N,7,4,3,0,8.761619259600417
2,1,N,17,1,2,0,12.136901130486054
2,1,N,14,5,4,1,0.981520724826014
1,2,N,8,1,2,0,4.148222638311507
2,6,N,17,0,1,0,1.912291198211492
2,1,N,14,5,4,1,8.709001677383037
1,1,N,7,4,4,0,7.014998810521952
1,3,N,9,0,4,0,0.811389192333174
1,1,N,9,0,4,0,4.162199453252768
1,1,N,9,3,3,0,1.114804645330035
2,1,N,18,2,4,0,11.335702622593717
2,1,N,14,1,3,0,2.9913485925575887
1,1,N,10,3,3,0,1.1795113690842385
1,1,N,9,3,4,0,10.831136935918456
2,5,N,8,1,3,0,6.132359191564968
1,1,N,17,1,1,0,4.216023806911978
1,1,N,8,1,4,0,0.794299395394799
2,1,N,21,6,2,1,2.975806178756906
2,6,N,19,2,3,0,24.68392505698952
1,1,N,8,5,2,1,1.6891012470401217
1,1,N,13,6,2,1,2.6023323357720733
2,2,N,17,3,3,0,28.51843091415011
2,1,N,21,4,5,0,1.9307791857341423
2,1,N,0,5,4,1,0.4734530591012823
2,6,N,18,1,3,0,3.825206711491045
2,1,N,18,4,2,0,11.154354870445651
2,1,N,19,6,3,1,9.399849728341175
1,1,N,8,4,4,0,4.4455305529427465
2,1,N,11,1,1,0,0.7647367926237715
1,1,N,18,4,2,0,1.656456074327668
1,1,N,17,2,5,0,1.6283524507795175
2,1,N,18,4,2,0,3.935945300836484
2,1,N,8,3,3,0,9.50409980551814
2,1,N,12,0,1,0,3.3282924708029547
2,1,N,17,4,1,0,1.4413497560006303
1,1,N,8,3,2,0,6.704655595293223
2,1,N,0,6,5,1,6.668888273333991
1,2,N,22,1,3,0,3.850584939481696
1,2,N,9,6,2,1,11.428760187704224
1,1,N,16,3,3,0,2.8315361000875363
2,5,N,9,6,3,1,9.207669253513597
1,1,N,17,1,3,0,2.139193786027265
2,1,N,13,5,4,1,5.873931928683753
2,2,N,17,6,2,1,2.986121755623316
2,1,N,16,0,2,0,1.4646432005564658
1,1,N,19,2,5,0,1.54576277933356
1,1,N,19,0,4,0,2.7247332940097797
1,1,N,7,1,2,0,1.330722168177621
2,1,N,8,2,5,0,5.7392718111392735
1,2,N,0,6,2,1,6.279810985029464
2,2,N,17,3,3,0,4.54117914177876
1,2,N,18,3,3,0,3.5910166447654395
1,1,N,7,1,5,0,1.802873411685059
2,3,N,8,6,5,1,2.067662163121818
2,1,N,15,3,1,0,9.14888764622015
1,1,N,17,4,1,0,0.7899883957496266
1,1,N,11,5,3,1,1.0442522386469444
1,1,N,17,2,4,0,27.991415981480944
1,1,N,7,3,3,0,1.6851663796236334
2,1,N,21,1,2,0,2.068968585779276
2,1,N,9,4,1,0,0.6514590501125244
2,2,N,9,0,2,0,1.2704507467943322
2,1,N,9,3,3,0,5.481036584351747
1,1,N,15,1,1,0,1.9962192657841
2,1,N,8,0,3,0,1.6632137063726242
1,1,N,7,2,1,0,0.5200483050801615
2,1,N,23,4,2,0,7.088107228824821
2,1,N,8,4,3,0,10.16201101991222
1,1,N,18,3,3,0,2.290108757735816
1,4,N,9,4,1,0,2.9606430399505976
2,1,N,9,2,4,0,2.309387540302517
1,1,N,7,6,1,1,2.3761126229942997
2,1,N,21,3,2,0,18.33014528746582
1,1,N,19,3,4,0,2.388166669720482
1,1,N,8,4,2,0,1.6140526920598672
2,4,N,7,4,3,0,5.570439861491922
1,1,N,17,2,4,0,1.94157193105682
2,1,N,17,3,2,0,2.932557709076946
2,1,N,21,5,4,1,16.366047818622025
2,5,N,7,0,2,0,1.091153277849255
1,1,N,18,3,1,0,6.385409301067142
2,1,N,17,3,2,0,2.8984664380405807
1,1,N,18,4,1,0,4.412270978793288
2,1,N,9,0,1,0,1.483797252689079
2,1,N,18,6,1,1,4.022944554155463
2,1,N,18,3,1,0,8.74532999625864
1,1,N,7,2,3,0,5.321388217135243
1,1,N,18,4,1,0,1.14701014271915
1,3,N,10,3,1,0,5.688795737054863
1,1,N,7,0,3,0,3.273902869347266
1,1,N,19,0,1,0,0.7661231388527527
